name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,country,rating_category,rating_with_category,movie_summary
Interstellar,2014,PG-13,2h 49min,Adventure; Drama; Sci-Fi;,7 November 2014,8.6,1430797,3977,https://www.imdb.com/title/tt0816692/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.6 (High),Interstellar (2014) - Rating: 8.6
Inglourious Basterds,2009,R,2h 33min,Adventure; Drama; War;,21 August 2009,8.3,1219372,1856,https://www.imdb.com/title/tt0361748/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Inglourious Basterds (2009) - Rating: 8.3
Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi;,3 July 1985,8.5,1015004,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.5 (High),Back to the Future (1985) - Rating: 8.5
WALL·E,2008,G,1h 38min,Animation; Adventure;,27 June 2008,8.4,967917,1268,https://www.imdb.com/title/tt0910970/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.4 (High),WALL·E (2008) - Rating: 8.4
Finding Nemo,2003,G,1h 40min,Animation; Adventure; Comedy;,30 May 2003,8.1,922080,968,https://www.imdb.com/title/tt0266543/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Finding Nemo (2003) - Rating: 8.1
The Lion King,1994,G,1h 28min,Animation; Adventure; Drama;,24 June 1994,8.5,910179,1009,https://www.imdb.com/title/tt0110357/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.5 (High),The Lion King (1994) - Rating: 8.5
Up,2009,PG,1h 36min,Animation; Adventure; Comedy;,29 May 2009,8.2,905044,891,https://www.imdb.com/title/tt1049413/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),Up (2009) - Rating: 8.2
Toy Story,1995,G,1h 21min,Animation; Adventure; Comedy;,22 November 1995,8.3,858215,606,https://www.imdb.com/title/tt0114709/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Toy Story (1995) - Rating: 8.3
"Monsters, Inc.",2001,G,1h 32min,Animation; Adventure; Comedy;,2 November 2001,8.0,789773,680,https://www.imdb.com/title/tt0198781/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),"Monsters, Inc. (2001) - Rating: 8.0"
The Hobbit: An Unexpected Journey,2012,PG-13,2h 49min,Adventure; Fantasy;,14 December 2012,7.8,743338,1430,https://www.imdb.com/title/tt0903624/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),The Hobbit: An Unexpected Journey (2012) - Rating: 7.8
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,2h 10min,Adventure; Drama; Fantasy;,15 July 2011,8.1,737642,953,https://www.imdb.com/title/tt1201607/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Harry Potter and the Deathly Hallows: Part 2 (2011) - Rating: 8.1
Toy Story 3,2010,G,1h 43min,Animation; Adventure; Comedy;,18 June 2010,8.3,734948,884,https://www.imdb.com/title/tt0435761/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Toy Story 3 (2010) - Rating: 8.3
The Martian,2015,PG-13,2h 24min,Adventure; Drama; Sci-Fi;,2 October 2015,8.0,734923,1312,https://www.imdb.com/title/tt3659388/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),The Martian (2015) - Rating: 8.0
The Grand Budapest Hotel,2014,R,1h 39min,Adventure; Comedy; Crime;,28 March 2014,8.1,681915,865,https://www.imdb.com/title/tt2278388/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),The Grand Budapest Hotel (2014) - Rating: 8.1
Ratatouille,2007,G,1h 51min,Animation; Adventure; Comedy;,29 June 2007,8.0,620375,741,https://www.imdb.com/title/tt0382932/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Ratatouille (2007) - Rating: 8.0
Harry Potter and the Sorcerer's Stone,2001,PG,2h 32min,Adventure; Fantasy;,16 November 2001,7.6,618786,1737,https://www.imdb.com/title/tt0241527/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Harry Potter and the Sorcerer's Stone (2001) - Rating: 7.6
Spirited Away,2001,PG,2h 5min,Animation; Adventure;,28 March 2003,8.6,618550,1287,https://www.imdb.com/title/tt0245429/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.6 (High),Spirited Away (2001) - Rating: 8.6
Shrek,2001,PG,1h 30min,Animation; Adventure; Comedy;,18 May 2001,7.8,596499,1062,https://www.imdb.com/title/tt0126029/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Shrek (2001) - Rating: 7.8
The Hobbit: The Desolation of Smaug,2013,PG-13,2h 41min,Adventure; Fantasy;,13 December 2013,7.8,588294,985,https://www.imdb.com/title/tt1170358/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),The Hobbit: The Desolation of Smaug (2013) - Rating: 7.8
Inside Out,2015,PG,1h 35min,Animation; Adventure; Comedy;,19 June 2015,8.1,586923,1027,https://www.imdb.com/title/tt2096673/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Inside Out (2015) - Rating: 8.1
2001: A Space Odyssey,1968,G,2h 29min,Adventure; Sci-Fi;,12 May 1968,8.3,582718,2143,https://www.imdb.com/title/tt0062622/reviews/_ajax?ref_=undefined&paginationKey=,UK,High,8.3 (High),2001: A Space Odyssey (1968) - Rating: 8.3
Life of Pi,2012,PG,2h 7min,Adventure; Drama; Fantasy;,21 November 2012,7.9,567025,914,https://www.imdb.com/title/tt0454876/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Life of Pi (2012) - Rating: 7.9
Prometheus,2012,R,2h 4min,Adventure; Mystery; Sci-Fi;,8 June 2012,7.0,557986,2543,https://www.imdb.com/title/tt1446714/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Prometheus (2012) - Rating: 7.0
Frozen,2013,PG,1h 42min,Animation; Adventure; Comedy;,27 November 2013,7.4,557241,1109,https://www.imdb.com/title/tt2294629/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Frozen (2013) - Rating: 7.4
Into the Wild,2007,R,2h 28min,Adventure; Biography; Drama;,19 October 2007,8.1,556447,939,https://www.imdb.com/title/tt0758758/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Into the Wild (2007) - Rating: 8.1
Jaws,1975,PG,2h 4min,Adventure; Thriller;,20 June 1975,8.0,531977,1203,https://www.imdb.com/title/tt0073195/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Jaws (1975) - Rating: 8.0
Harry Potter and the Chamber of Secrets,2002,PG,2h 41min,Adventure; Fantasy;,15 November 2002,7.4,531256,930,https://www.imdb.com/title/tt0295297/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Harry Potter and the Chamber of Secrets (2002) - Rating: 7.4
Harry Potter and the Prisoner of Azkaban,2004,PG,2h 22min,Adventure; Fantasy;,4 June 2004,7.9,528503,1592,https://www.imdb.com/title/tt0304141/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Harry Potter and the Prisoner of Azkaban (2004) - Rating: 7.9
Harry Potter and the Goblet of Fire,2005,PG-13,2h 37min,Adventure; Fantasy;,18 November 2005,7.7,526115,1980,https://www.imdb.com/title/tt0330373/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Harry Potter and the Goblet of Fire (2005) - Rating: 7.7
Toy Story 2,1999,G,1h 32min,Animation; Adventure; Comedy;,24 November 1999,7.9,511239,611,https://www.imdb.com/title/tt0120363/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Toy Story 2 (1999) - Rating: 7.9
Despicable Me,2010,PG,1h 35min,Animation; Comedy;,9 July 2010,7.6,488575,359,https://www.imdb.com/title/tt1323594/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Despicable Me (2010) - Rating: 7.6
Ice Age,2002,PG,1h 21min,Animation; Adventure; Comedy;,15 March 2002,7.5,428802,491,https://www.imdb.com/title/tt0268380/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Ice Age (2002) - Rating: 7.5
Zootopia,2016,PG,1h 48min,Animation; Adventure; Comedy;,4 March 2016,8.0,417226,710,https://www.imdb.com/title/tt2948356/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Zootopia (2016) - Rating: 8.0
Beauty and the Beast,1991,G,1h 24min,Animation; Fantasy;,22 November 1991,8.0,408618,433,https://www.imdb.com/title/tt0101414/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Beauty and the Beast (1991) - Rating: 8.0
Shrek 2,2004,PG,1h 33min,Animation; Adventure; Comedy;,19 May 2004,7.2,407523,542,https://www.imdb.com/title/tt0298148/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Shrek 2 (2004) - Rating: 7.2
Kung Fu Panda,2008,PG,1h 32min,Animation; Action; Adventure;,6 June 2008,7.5,406720,425,https://www.imdb.com/title/tt0441773/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Kung Fu Panda (2008) - Rating: 7.5
Big Hero 6,2014,PG,1h 42min,Animation; Action; Adventure;,7 November 2014,7.8,398088,557,https://www.imdb.com/title/tt2245084/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Big Hero 6 (2014) - Rating: 7.8
Tangled,2010,PG,1h 40min,Animation; Adventure; Comedy;,24 November 2010,7.7,393285,489,https://www.imdb.com/title/tt0398286/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Tangled (2010) - Rating: 7.7
Wreck-It Ralph,2012,PG,1h 41min,Animation; Adventure; Comedy;,2 November 2012,7.7,369053,443,https://www.imdb.com/title/tt1772341/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Wreck-It Ralph (2012) - Rating: 7.7
Brave,2012,PG,1h 33min,Animation; Adventure; Comedy;,22 June 2012,7.1,361913,515,https://www.imdb.com/title/tt1217209/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Brave (2012) - Rating: 7.1
Despicable Me 2,2013,PG,1h 38min,Animation; Adventure; Comedy;,3 July 2013,7.3,361388,321,https://www.imdb.com/title/tt1690953/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Despicable Me 2 (2013) - Rating: 7.3
Aladdin,1992,G,1h 30min,Animation; Adventure; Comedy;,25 November 1992,8.0,360969,330,https://www.imdb.com/title/tt0103639/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Aladdin (1992) - Rating: 8.0
Madagascar,2005,PG,1h 26min,Animation; Adventure; Comedy;,27 May 2005,6.9,355365,420,https://www.imdb.com/title/tt0351283/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Madagascar (2005) - Rating: 6.9
Cars,2006,G,1h 57min,Animation; Comedy;,9 June 2006,7.1,354991,663,https://www.imdb.com/title/tt0317219/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Cars (2006) - Rating: 7.1
Coco,2017,PG,1h 45min,Animation; Adventure;,22 November 2017,8.4,345200,1087,https://www.imdb.com/title/tt2380307/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.4 (High),Coco (2017) - Rating: 8.4
Princess Mononoke,1997,PG-13,2h 14min,Animation; Adventure; Fantasy;,19 December 1997,8.4,326489,702,https://www.imdb.com/title/tt0119698/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.4 (High),Princess Mononoke (1997) - Rating: 8.4
Spider-Man: Into the Spider-Verse,2018,PG,1h 57min,Animation; Action; Adventure;,14 December 2018,8.4,326477,1810,https://www.imdb.com/title/tt4633694/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.4 (High),Spider-Man: Into the Spider-Verse (2018) - Rating: 8.4
The Lego Movie,2014,PG,1h 40min,Animation; Action; Adventure;,7 February 2014,7.7,317860,554,https://www.imdb.com/title/tt1490017/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),The Lego Movie (2014) - Rating: 7.7
Howl's Moving Castle,2004,PG,1h 59min,Animation; Adventure;,17 June 2005,8.2,313971,435,https://www.imdb.com/title/tt0347149/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),Howl's Moving Castle (2004) - Rating: 8.2
Monsters University,2013,G,1h 44min,Animation; Adventure; Comedy;,21 June 2013,7.3,311892,331,https://www.imdb.com/title/tt1453405/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Monsters University (2013) - Rating: 7.3
The Simpsons Movie,2007,PG-13,1h 27min,Animation; Adventure; Comedy;,27 July 2007,7.3,303713,849,https://www.imdb.com/title/tt0462538/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),The Simpsons Movie (2007) - Rating: 7.3
How to Train Your Dragon 2,2014,PG,1h 42min,Animation; Action; Adventure;,13 June 2014,7.8,296544,404,https://www.imdb.com/title/tt1646971/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),How to Train Your Dragon 2 (2014) - Rating: 7.8
The Nightmare Before Christmas,1993,PG,1h 16min,Animation; Fantasy;,29 October 1993,8.0,283685,522,https://www.imdb.com/title/tt0107688/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),The Nightmare Before Christmas (1993) - Rating: 8.0
My Neighbor Totoro,1988,G,1h 26min,Animation; Fantasy;,13 July 1990,8.2,273795,464,https://www.imdb.com/title/tt0096283/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),My Neighbor Totoro (1988) - Rating: 8.2
Shrek the Third,2007,PG,1h 33min,Animation; Adventure; Comedy;,18 May 2007,6.1,272620,360,https://www.imdb.com/title/tt0413267/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.1 (Medium),Shrek the Third (2007) - Rating: 6.1
A Bug's Life,1998,G,1h 35min,Animation; Adventure; Comedy;,25 November 1998,7.2,259956,368,https://www.imdb.com/title/tt0120623/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),A Bug's Life (1998) - Rating: 7.2
Moana,2016,PG,1h 47min,Animation; Adventure; Comedy;,23 November 2016,7.6,256243,521,https://www.imdb.com/title/tt3521164/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Moana (2016) - Rating: 7.6
Ice Age: The Meltdown,2006,PG,1h 31min,Animation; Adventure; Comedy;,31 March 2006,6.8,249504,267,https://www.imdb.com/title/tt0438097/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Ice Age: The Meltdown (2006) - Rating: 6.8
Kung Fu Panda 2,2011,PG,1h 30min,Animation; Action; Adventure;,26 May 2011,7.2,245225,243,https://www.imdb.com/title/tt1302011/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Kung Fu Panda 2 (2011) - Rating: 7.2
Mulan,1998,G,1h 28min,Animation; Adventure;,19 June 1998,7.6,242128,312,https://www.imdb.com/title/tt0120762/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Mulan (1998) - Rating: 7.6
Incredibles 2,2018,PG,1h 58min,Animation; Action; Adventure;,15 June 2018,7.6,236249,1067,https://www.imdb.com/title/tt3606756/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Incredibles 2 (2018) - Rating: 7.6
Corpse Bride,2005,PG,1h 17min,Animation; Drama;,23 September 2005,7.3,235900,521,https://www.imdb.com/title/tt0121164/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Corpse Bride (2005) - Rating: 7.3
Finding Dory,2016,PG,1h 37min,Animation; Adventure; Comedy;,17 June 2016,7.3,231496,427,https://www.imdb.com/title/tt2277860/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Finding Dory (2016) - Rating: 7.3
The Little Mermaid,1989,G,1h 23min,Animation; Fantasy;,17 November 1989,7.6,229928,279,https://www.imdb.com/title/tt0097757/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),The Little Mermaid (1989) - Rating: 7.6
Rango,2011,PG,1h 47min,Animation; Adventure; Comedy;,4 March 2011,7.2,229568,400,https://www.imdb.com/title/tt1192628/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Rango (2011) - Rating: 7.2
Grave of the Fireflies,1988,Not Rated,1h 29min,Animation; Drama; War;,26 July 1989,8.5,221955,707,https://www.imdb.com/title/tt0095327/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.5 (High),Grave of the Fireflies (1988) - Rating: 8.5
Megamind,2010,PG,1h 35min,Animation; Action; Comedy;,5 November 2010,7.2,221204,255,https://www.imdb.com/title/tt1001526/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Megamind (2010) - Rating: 7.2
Ice Age: Dawn of the Dinosaurs,2009,PG,1h 34min,Animation; Adventure; Comedy;,1 July 2009,6.9,217346,148,https://www.imdb.com/title/tt1080016/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Ice Age: Dawn of the Dinosaurs (2009) - Rating: 6.9
Hotel Transylvania,2012,PG,1h 31min,Animation; Comedy;,28 September 2012,7.1,217079,225,https://www.imdb.com/title/tt0837562/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Hotel Transylvania (2012) - Rating: 7.1
The Adventures of Tintin,2011,PG,1h 47min,Animation; Action; Adventure;,21 December 2011,7.3,212112,497,https://www.imdb.com/title/tt0983193/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),The Adventures of Tintin (2011) - Rating: 7.3
Minions,2015,PG,1h 31min,Animation; Adventure; Comedy;,10 July 2015,6.4,206432,352,https://www.imdb.com/title/tt2293640/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Minions (2015) - Rating: 6.4
Rio,2011,G,1h 36min,Animation; Adventure; Comedy;,15 April 2011,6.9,201298,212,https://www.imdb.com/title/tt1436562/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Rio (2011) - Rating: 6.9
Cloudy with a Chance of Meatballs,2009,PG,1h 30min,Animation; Adventure; Comedy;,18 September 2009,6.9,198668,183,https://www.imdb.com/title/tt0844471/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Cloudy with a Chance of Meatballs (2009) - Rating: 6.9
Hercules,1997,G,1h 33min,Animation; Adventure; Comedy;,27 June 1997,7.3,198490,218,https://www.imdb.com/title/tt0119282/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Hercules (1997) - Rating: 7.3
Madagascar: Escape 2 Africa,2008,PG,1h 29min,Animation; Adventure; Comedy;,7 November 2008,6.6,198485,144,https://www.imdb.com/title/tt0479952/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Madagascar: Escape 2 Africa (2008) - Rating: 6.6
Tarzan,1999,G,1h 28min,Animation; Adventure;,18 June 1999,7.3,196820,296,https://www.imdb.com/title/tt0120855/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Tarzan (1999) - Rating: 7.3
The Lion King,2019,PG,1h 58min,Animation; Adventure; Drama;,19 July 2019,6.9,195404,2871,https://www.imdb.com/title/tt6105098/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),The Lion King (2019) - Rating: 6.9
Fantastic Mr. Fox,2009,PG,1h 27min,Animation; Adventure; Comedy;,25 November 2009,7.9,191094,323,https://www.imdb.com/title/tt0432283/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Fantastic Mr. Fox (2009) - Rating: 7.9
Coraline,2009,PG,1h 40min,Animation; Drama;,6 February 2009,7.7,189260,375,https://www.imdb.com/title/tt0327597/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Coraline (2009) - Rating: 7.7
"South Park: Bigger, Longer & Uncut",1999,R,1h 21min,Animation; Comedy; Fantasy;,30 June 1999,7.7,189125,957,https://www.imdb.com/title/tt0158983/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),"South Park: Bigger, Longer & Uncut (1999) - Rating: 7.7"
Ice Age: Continental Drift,2012,PG,1h 28min,Animation; Adventure; Comedy;,13 July 2012,6.6,186465,152,https://www.imdb.com/title/tt1667889/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Ice Age: Continental Drift (2012) - Rating: 6.6
The Croods,2013,PG,1h 38min,Animation; Action; Adventure;,22 March 2013,7.2,185579,234,https://www.imdb.com/title/tt0481499/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),The Croods (2013) - Rating: 7.2
Bolt,2008,PG,1h 36min,Animation; Adventure; Comedy;,21 November 2008,6.8,184675,214,https://www.imdb.com/title/tt0397892/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Bolt (2008) - Rating: 6.8
Toy Story 4,2019,G,1h 40min,Animation; Adventure; Comedy;,21 June 2019,7.8,184363,1271,https://www.imdb.com/title/tt1979376/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Toy Story 4 (2019) - Rating: 7.8
Shrek Forever After,2010,PG,1h 33min,Animation; Adventure; Comedy;,21 May 2010,6.3,179074,210,https://www.imdb.com/title/tt0892791/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),Shrek Forever After (2010) - Rating: 6.3
The Secret Life of Pets,2016,PG,1h 27min,Animation; Adventure; Comedy;,8 July 2016,6.5,178058,333,https://www.imdb.com/title/tt2709768/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),The Secret Life of Pets (2016) - Rating: 6.5
Who Framed Roger Rabbit,1988,PG,1h 44min,Animation; Adventure; Comedy;,22 June 1988,7.7,177334,286,https://www.imdb.com/title/tt0096438/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Who Framed Roger Rabbit (1988) - Rating: 7.7
Snow White and the Seven Dwarfs,1937,Approved,1h 23min,Animation; Fantasy;,4 February 1938,7.6,175923,250,https://www.imdb.com/title/tt0029583/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Snow White and the Seven Dwarfs (1937) - Rating: 7.6
